,alcohol,babies,bakery,beverages,breakfast,bulk,canned goods,dairy eggs,deli,dry goods pasta,frozen,household,international,meat seafood,missing,order_id,other,pantry,personal care,pets,produce,snacks
82,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,27300,0,0,0,0,0,1
83,0,0,1,1,0,0,0,5,0,1,1,0,0,1,0,28231,0,3,0,0,7,2
84,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,28262,0,0,0,0,5,0
85,0,0,0,10,2,0,0,7,0,0,0,0,0,0,1,28440,0,0,0,0,0,2
86,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,29260,0,3,0,0,1,1
87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29732,0,0,0,0,4,0
88,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,29794,0,0,0,0,4,0
89,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,30539,0,0,0,0,7,0
90,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,30660,0,2,0,0,0,1
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31123,0,1,0,0,2,0
92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,31538,0,0,0,0,1,2
93,0,0,1,1,0,0,0,6,0,1,0,1,0,0,0,32492,0,0,1,0,4,2
94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32692,1,0,1,0,0,0
95,0,0,1,2,2,0,1,2,1,0,2,0,0,3,0,33699,0,1,0,0,0,0
96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34528,0,0,1,0,2,1
97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34652,0,1,0,0,7,0
98,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,34761,0,0,0,0,10,0
99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35017,0,0,0,0,0,0
100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,36048,0,0,0,0,5,0
101,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,36904,0,0,0,0,2,0
102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37593,0,0,0,0,3,1
103,0,2,1,2,0,0,3,3,0,2,0,0,0,0,0,38176,0,1,0,0,19,1
104,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,38189,0,0,0,0,5,0
105,0,0,0,0,2,0,1,3,2,0,1,1,0,0,0,38208,0,1,1,0,0,3
106,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,38578,0,2,0,0,5,0
107,0,0,0,1,0,0,1,3,0,1,0,0,1,1,0,38755,0,0,0,0,4,0
108,0,0,2,2,0,0,0,2,0,0,1,0,0,1,0,39608,0,0,0,0,0,0
109,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,39706,0,0,0,0,0,0
110,0,0,1,0,0,0,2,1,0,0,1,0,2,0,0,39771,0,0,0,0,0,1
111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40164,0,0,0,0,2,0
112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40255,0,0,0,0,0,0
113,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,40362,0,0,0,0,2,2
114,0,0,3,4,1,0,3,6,0,3,2,0,0,1,0,40948,0,1,0,0,7,3
115,0,0,0,0,1,0,0,6,2,4,1,0,0,0,0,41026,0,0,0,0,2,11
116,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,41226,0,2,0,0,2,1
117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41589,0,0,0,0,2,1
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41707,0,0,0,0,5,0
119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42181,0,0,0,0,4,0
120,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,42498,0,0,0,0,3,0
121,0,1,2,4,1,0,5,7,2,3,3,1,0,2,0,42562,0,5,0,0,11,6
122,0,0,1,2,3,0,0,4,0,0,0,0,0,0,0,42644,0,0,0,0,7,1
123,0,0,0,1,0,0,0,5,1,0,2,0,0,0,0,43034,0,0,0,0,5,2
124,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,43128,0,0,0,0,3,0
125,0,0,0,0,0,0,0,4,3,1,1,1,0,0,0,43265,0,0,0,0,3,7
126,0,0,6,1,0,0,0,8,1,0,1,0,0,0,0,43339,0,1,0,0,4,2
127,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,43435,0,0,0,0,1,0
128,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,44419,0,0,0,0,0,2
129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46089,0,0,0,0,0,1
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46108,0,0,0,0,1,0
131,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47039,0,0,0,0,0,0
132,0,0,1,2,1,0,0,4,1,0,0,0,0,0,0,47418,0,0,0,0,3,0
133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48830,0,0,0,0,0,0
134,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,48860,0,0,0,0,4,0
135,0,0,0,4,3,0,0,3,1,0,2,3,0,1,0,48902,0,3,0,0,5,1
136,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,49004,0,0,0,0,1,0
137,0,0,1,2,0,0,0,2,2,0,0,0,0,1,1,49492,0,0,0,1,3,0
138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49820,0,0,0,0,0,0
139,0,0,1,2,0,0,1,1,2,1,1,0,0,0,0,49903,0,0,0,0,3,1
140,0,0,0,0,0,0,1,2,1,0,2,0,0,1,0,50036,0,1,2,0,4,0
141,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,50554,0,0,0,0,2,5
142,0,0,1,3,0,0,0,0,0,2,3,0,0,0,0,50904,0,0,0,0,2,3
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51598,0,0,0,0,7,2
144,0,0,1,0,0,0,4,4,0,1,0,0,0,1,0,51846,0,1,0,0,4,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52571,0,0,0,0,1,0
146,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,52806,0,0,0,0,0,2
147,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,53084,0,0,0,0,0,1
148,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,53679,0,0,0,0,2,2
149,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,53815,0,1,0,0,2,1
150,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,53961,0,0,0,0,0,0
151,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,55040,0,5,0,0,3,3
152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55469,0,0,0,0,2,0
153,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,56285,0,1,0,0,5,2
154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56731,0,0,0,0,1,2
155,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,56918,0,1,0,0,5,0
156,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,56922,0,1,0,0,1,3
157,0,0,0,1,0,0,1,4,0,1,1,0,0,1,0,57920,0,2,0,0,3,0
158,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,58147,0,4,1,0,0,0
159,0,0,2,2,0,0,2,2,1,1,2,0,0,0,0,58668,0,1,0,0,3,0
160,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,59090,0,0,0,0,1,2
161,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,59307,0,1,0,0,4,2
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59849,0,0,0,1,2,0
163,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,60192,0,0,0,0,4,0
164,0,0,0,1,1,0,2,2,1,1,0,1,0,0,0,61156,0,0,0,0,0,1
165,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,62337,0,0,0,0,3,0
166,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,62814,0,0,0,0,1,2
167,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,63066,0,0,0,0,4,0
168,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,63097,0,0,0,0,0,3
169,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,63345,0,0,0,0,0,0
170,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,63785,0,0,0,0,1,3
171,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,64185,0,0,0,0,6,0
172,0,0,1,5,0,0,1,0,0,2,1,0,0,0,0,64429,0,3,0,0,4,0
173,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,64494,0,0,0,0,3,0
174,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,64791,0,2,1,0,9,1
175,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,64816,0,0,0,0,4,0
176,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,65461,0,0,1,0,1,0
177,0,0,1,7,0,0,0,7,0,0,0,0,0,0,0,65628,0,0,0,0,3,2
178,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,65950,0,0,0,0,0,0
179,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,66495,0,5,0,0,0,1
180,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,66558,0,2,0,0,2,1
181,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,66860,0,0,0,0,3,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66886,0,0,0,0,1,0
183,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,66956,0,0,0,0,7,0
184,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,67445,0,1,2,0,0,1
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67784,0,0,0,0,0,7
186,0,0,0,2,0,0,1,1,1,0,4,0,0,0,0,68061,0,0,0,0,1,2
187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68103,0,0,0,0,1,0
188,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,68106,0,0,0,0,4,0
189,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,68561,0,0,0,0,1,1
190,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,68566,0,0,0,0,0,0
191,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,68679,0,0,1,0,0,0
192,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,68685,0,1,0,0,5,0
193,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,69444,0,0,0,0,3,0
194,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,69817,0,0,0,0,1,1
195,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,70494,0,2,0,0,4,4
196,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,70790,0,1,2,0,0,1
197,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,70931,0,0,0,0,0,1
198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71346,0,2,1,0,0,1
199,0,1,0,1,0,0,0,1,2,0,2,0,0,0,0,72298,0,0,0,0,2,2
200,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,72390,0,0,0,0,0,0
201,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,72619,0,0,0,0,2,0
202,0,0,1,0,2,0,0,4,0,0,1,0,1,0,0,72703,0,0,0,0,4,1
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73264,0,0,0,0,9,2
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73761,0,0,0,0,4,1
205,3,0,1,0,2,0,1,9,0,0,3,1,0,0,0,74172,0,2,0,1,10,0
206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74192,0,1,0,0,1,1
207,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,74871,0,0,0,0,4,0
208,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,75561,0,0,0,0,7,2
209,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,77610,0,0,0,0,2,0
210,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,77989,0,0,0,0,2,0
211,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,78230,0,0,0,0,3,3
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78661,0,0,0,0,4,0
213,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,78992,0,0,0,0,10,0
214,0,0,0,0,1,0,2,2,0,0,3,0,0,0,0,79072,0,1,0,0,9,6
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79344,0,0,0,0,3,1
216,0,0,0,8,0,0,1,3,1,1,2,0,0,0,0,79372,0,0,0,0,4,2
217,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,79476,0,0,0,0,0,2
218,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,79538,0,1,0,0,4,3
219,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,80161,0,0,0,0,0,0
220,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80780,0,0,0,0,3,1
221,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,81781,0,0,0,0,0,1
222,0,0,0,0,1,0,1,9,0,0,7,0,0,0,0,81936,0,0,0,1,0,3
223,0,0,0,2,0,0,0,4,0,0,3,2,0,0,0,81959,0,0,0,0,8,1
224,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,82116,0,0,0,0,0,0
225,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,82245,0,2,0,0,2,0
226,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,82583,0,0,0,0,2,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82621,0,1,0,0,3,0
228,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,82915,0,0,0,0,1,0
229,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,83562,0,0,0,0,0,0
230,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,83962,0,2,0,0,0,2
231,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,84066,0,1,0,0,6,0
232,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,84511,0,0,0,0,2,0
233,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,84523,0,1,0,0,10,3
234,0,0,0,2,1,0,1,4,0,2,1,0,1,1,0,85228,0,0,0,0,6,0
235,0,0,1,0,0,0,0,5,0,0,3,0,0,0,0,85559,0,0,0,0,0,0
236,0,0,1,2,0,0,0,1,1,0,2,2,0,0,0,86054,1,1,1,0,1,11
237,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86715,0,0,0,0,5,0
238,0,0,1,0,2,0,1,3,0,1,0,0,0,0,0,86827,0,1,0,0,12,0
239,0,0,2,2,3,0,2,4,0,0,4,1,2,0,0,86883,0,0,0,0,5,1
240,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,86905,0,0,0,0,4,0
241,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,86959,0,0,0,0,6,0
242,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,87051,0,0,0,0,2,0
243,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,87418,0,2,0,0,1,0
244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,88108,0,0,0,0,0,0
245,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,89314,0,0,1,0,0,4
246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89534,0,0,0,0,0,0
247,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,89679,0,1,0,0,4,0
248,0,0,1,1,0,0,0,3,0,0,4,0,1,3,0,90040,0,1,1,0,4,3
249,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,90914,0,0,0,0,0,2
250,0,0,2,5,2,0,0,6,1,0,0,1,0,1,0,91454,0,3,0,0,1,0
251,0,0,0,3,0,0,0,0,0,1,4,1,0,1,0,91515,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91999,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92073,0,1,1,0,2,0
254,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,92327,0,0,0,0,1,0
255,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92414,0,0,0,0,0,0
256,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,92461,0,1,0,0,10,1
257,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,92463,0,0,0,0,2,0
258,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,93592,0,0,1,0,0,1
259,0,0,1,3,1,0,0,1,1,0,1,0,0,0,0,93840,0,2,0,0,7,0
260,0,0,1,0,0,0,0,2,1,0,2,0,0,1,0,94139,0,0,0,0,2,0
261,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,94789,0,1,0,0,0,0
262,0,1,0,2,0,0,0,3,0,0,11,0,0,0,0,94887,0,0,0,0,2,3
263,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,95653,0,0,0,0,3,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95685,0,0,0,0,1,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95714,0,0,0,0,5,0
266,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,95924,0,0,0,0,5,0
267,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,96758,0,1,1,0,2,1
268,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,97181,0,0,1,0,0,2
269,1,0,4,3,2,0,3,1,1,1,0,0,3,1,0,97599,1,2,0,0,8,1
270,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,99281,0,1,0,0,3,0
271,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,99322,0,1,0,0,4,3
272,0,0,1,1,0,0,1,7,2,0,1,0,0,0,0,99754,0,0,0,0,1,1
273,0,0,0,3,1,0,0,6,1,1,1,0,2,0,0,99896,0,2,3,0,7,3
274,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,100074,0,1,0,0,2,0
275,0,0,2,5,0,0,0,6,1,0,1,0,1,0,0,100871,0,0,0,0,4,0
276,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,100881,0,0,0,0,0,0
277,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,101017,0,1,0,0,2,3
278,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,101082,0,1,0,0,0,0
279,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,101283,0,0,0,0,0,0
280,0,0,1,0,0,0,0,8,1,0,0,0,1,0,0,101305,0,1,0,0,4,1
281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101810,0,0,0,0,3,0
282,0,0,0,0,0,0,2,7,0,0,0,0,4,0,0,101989,0,5,0,0,19,2
283,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,102302,0,0,0,0,5,0
284,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,102380,0,0,0,0,1,0
285,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,102728,0,0,0,0,7,0
286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102741,0,0,0,0,3,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103014,0,0,0,0,0,1
288,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,103118,0,0,0,0,2,2
289,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,103190,0,1,1,0,7,0
290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103884,0,0,0,0,3,0
291,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,104060,0,0,0,0,2,0
292,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,104872,0,0,0,0,2,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104967,0,0,0,0,4,1
